file_path,transcript,mfcc_features
data\LXC\LXC\wav\arctic_a0445.wav,The creative joy I murmured,"[[-536.0244     112.413055    15.009342  ...   -2.3259609    8.939397
     1.6554673]
 [-594.2518     109.62051     25.442677  ...   12.760162    -1.976264
    -7.367252 ]
 [-594.84625    119.39975     31.449469  ...   -2.161332     7.033066
     7.143478 ]
 ...
 [-607.9701     127.86675     50.379288  ...    6.28998     18.804783
    12.939579 ]
 [-622.08563    116.8871      43.55443   ...    8.545713    23.57644
    12.324987 ]
 [-591.5889     115.48245     42.8907    ...   13.866657     8.53132
     6.485716 ]]"
data\LXC\LXC\wav\arctic_a0446.wav,He deluged me overwhelmed me with argument,"[[-5.95790222e+02  1.19662819e+02  3.13547153e+01 ... -8.70714855e+00
   1.68983549e-01  1.42481315e+00]
 [-6.01240417e+02  1.37605652e+02  4.83028946e+01 ... -3.32423306e+00
  -3.91801691e+00  4.60596371e+00]
 [-6.11935974e+02  1.28003357e+02  4.31689758e+01 ... -1.44884384e+00
   3.59414458e+00  1.59201641e+01]
 ...
 [-6.14707642e+02  1.17581055e+02  4.97908516e+01 ...  8.49305153e+00
   1.04584408e+01  7.54346895e+00]
 [-5.99518311e+02  1.03346573e+02  4.29380646e+01 ... -2.71892488e-01
   4.67717361e+00 -7.62751198e+00]
 [-4.78226013e+02  8.56239014e+01  2.05522041e+01 ...  1.43619776e-02
  -3.30237460e+00 -3.80192900e+00]]"
data\LXC\LXC\wav\arctic_a0447.wav,Ah it is growing dark and darker,"[[-621.84265    143.62698     55.86225   ...   -1.9600562   11.435949
     9.087627 ]
 [-592.57446    143.49597     36.305893  ...   -2.217469     3.799911
     9.826659 ]
 [-589.9369     139.53688     40.939766  ...   -0.671964     7.9452686
    -1.6211616]
 ...
 [-597.83307    125.47696     49.656845  ...    2.2108855   10.285189
    23.133827 ]
 [-597.8402     141.009       49.402332  ...   12.020784    12.023653
    17.703596 ]
 [-536.3343     101.13515     32.81354   ...    6.5658283    6.114869
     8.013739 ]]"
data\LXC\LXC\wav\arctic_a0448.wav,I was Hump cabin boy on the schooner Ghost,"[[-575.39166      70.53813      29.71788    ...  -12.523794
    20.146553     -0.6563299 ]
 [-588.845       109.108        54.90268    ...   -0.89543056
     4.2359195     3.8607905 ]
 [-607.9578      118.02411      33.80649    ...    4.9909363
    10.43685       5.284568  ]
 ...
 [-598.3198      112.104004     47.67045    ...   -7.8638268
    -9.2463255    -1.6897388 ]
 [-611.5725      118.344055     48.265602   ...    5.7879744
     2.1715798    -2.2710714 ]
 [-599.99023     135.36569      50.721752   ...    1.4160647
    10.016382     12.0213785 ]]"
data\LXC\LXC\wav\arctic_a0449.wav,A sinewy hand dripping with water was clutching the rail,"[[-531.9399     118.34546     28.06398   ...    1.8836569    4.8088417
     1.4477422]
 [-588.7705     118.00142     43.178314  ...   17.595049    27.281471
    11.057077 ]
 [-568.1832     130.06259     41.852203  ...    4.2829647   15.8032
     2.695499 ]
 ...
 [-568.0909     109.46344     26.77043   ...   10.177583    15.913444
     3.4091988]
 [-550.33344    118.84003     32.855373  ...    3.1670287   13.092823
     1.0610337]
 [-498.73538     96.81488     30.752161  ...    8.962568    11.812156
     8.349338 ]]"
data\LXC\LXC\wav\arctic_a0450.wav,No man ate of the seal meat or the oil,"[[-6.22925171e+02  1.06965668e+02  2.48020134e+01 ... -3.66540551e-01
  -5.26813507e+00 -3.21792912e+00]
 [-6.17357056e+02  1.24809998e+02  6.47950516e+01 ...  2.23867941e+00
   8.73967171e-01  1.13510475e+01]
 [-5.98643433e+02  1.22768921e+02  5.51492920e+01 ... -1.92877746e+00
   2.47537851e-01  1.29599838e+01]
 ...
 [-5.65601440e+02  9.72982025e+01  4.61632843e+01 ... -7.17117739e+00
   5.97560930e+00  8.85131836e+00]
 [-5.59130676e+02  1.00438789e+02  5.71916046e+01 ... -3.68364310e+00
   1.31342525e+01  4.47413874e+00]
 [-5.25112000e+02  8.49901886e+01  4.18520622e+01 ...  4.13898373e+00
   6.39221525e+00  2.72300124e+00]]"
data\LXC\LXC\wav\arctic_a0451.wav,I noticed blood spouting from Kerfoot left hand,"[[-541.9792      111.457054      8.731834   ...    4.9476767
     2.5239477    -1.2954013 ]
 [-618.46533     120.45279      42.9069     ...   -6.4538717
     5.3905945    10.795912  ]
 [-629.4482      120.44536      56.868668   ...    2.613635
    16.599705     12.763517  ]
 ...
 [-624.1741      114.99319      37.34404    ...    1.8071004
     7.152748     -0.64434934]
 [-620.5124      127.865585     55.407936   ...    9.472153
    10.017866      2.0818133 ]
 [-618.25946     118.850006     47.369335   ...   13.73387
    21.376316     13.278291  ]]"
data\LXC\LXC\wav\arctic_a0452.wav,Three oilers and a fourth engineer was his greeting,"[[-5.14119263e+02  1.17721344e+02  2.04807701e+01 ...  3.89330840e+00
   6.66437912e+00  3.22446251e+00]
 [-6.18377319e+02  1.15644135e+02  3.81127739e+01 ...  3.85675311e+00
   1.30011158e+01  1.23755007e+01]
 [-6.09695984e+02  1.18681007e+02  4.89546623e+01 ... -1.15772891e+00
   8.21041298e+00  1.48105507e+01]
 ...
 [-5.92596741e+02  1.15835663e+02  2.24347496e+01 ... -1.00313816e+01
   2.55838633e+00  1.05232849e+01]
 [-6.00291809e+02  1.20714020e+02  3.74172821e+01 ... -1.15521073e+00
   1.15090866e+01  2.97895193e+00]
 [-6.12692627e+02  1.02466629e+02  2.80430946e+01 ... -7.56272221e+00
   1.36290148e-01  4.26459694e+00]]"
data\LXC\LXC\wav\arctic_a0453.wav,Eighteen hundred he calculated,"[[-5.23665588e+02  1.09376465e+02  1.13806343e+01 ... -1.56676865e+00
   4.21979094e+00 -6.34666920e-01]
 [-6.26390747e+02  1.33349518e+02  5.47155762e+01 ...  9.85873890e+00
   1.09877167e+01  1.07222195e+01]
 [-6.36786377e+02  1.19357330e+02  5.39302979e+01 ...  2.34213753e+01
   1.98605061e+01  1.04685507e+01]
 ...
 [-6.16195740e+02  1.20876190e+02  4.67840805e+01 ...  9.82672691e+00
   1.81916084e+01  4.66403425e-01]
 [-6.22426270e+02  1.20407150e+02  4.37786102e+01 ...  4.56664848e+00
   1.28460979e+01  1.24119663e+01]
 [-5.87050476e+02  9.13507233e+01  2.05639076e+01 ...  3.70914268e+00
   5.30255127e+00  2.39612222e+00]]"
data\LXC\LXC\wav\arctic_a0454.wav,The sharp voice of Wolf Larsen aroused me,"[[-6.4122894e+02  9.3009857e+01  2.7356256e+01 ...  5.8548622e+00
  -5.7539349e+00 -1.3126727e+01]
 [-6.0847467e+02  1.2132338e+02  4.2213009e+01 ...  1.2937640e+01
   5.6935468e+00 -1.3449753e+01]
 [-6.2110754e+02  1.2350038e+02  4.2627586e+01 ...  5.3343105e+00
   4.8980265e+00 -3.3591273e+00]
 ...
 [-6.0378864e+02  9.4673782e+01  6.0942360e+01 ... -5.4179311e-02
   6.5162163e+00  1.0870330e+01]
 [-5.9166205e+02  7.4832237e+01  8.4127190e+01 ...  7.3481884e+00
   9.5242901e+00  5.1627488e+00]
 [-6.4901917e+02  1.1775104e+02  4.4248352e+01 ...  7.1477718e+00
   1.2937498e+00  2.9626024e+00]]"
data\LXC\LXC\wav\arctic_a0455.wav,I obeyed and a minute or two later they stood before him,"[[-5.43616882e+02  1.12152328e+02  1.87653923e+01 ...  5.30561876e+00
   5.42437363e+00  1.82967818e+00]
 [-6.23937134e+02  1.08173775e+02  4.01747894e+01 ...  9.88745499e+00
   2.66030235e+01  6.67250967e+00]
 [-6.11063660e+02  1.31783569e+02  3.92337837e+01 ...  6.66121364e-01
   7.60771847e+00  9.58242798e+00]
 ...
 [-5.98486084e+02  1.11172745e+02  3.70263138e+01 ... -6.42551947e+00
  -3.73051810e+00 -4.54654515e-01]
 [-5.94937439e+02  1.14470322e+02  3.26127319e+01 ... -8.10957527e+00
   6.73606300e+00  1.31163864e+01]
 [-5.94477661e+02  1.04099182e+02  3.89746246e+01 ...  2.24127007e+00
   1.36081371e+01  4.09792066e-01]]"
data\LXC\LXC\wav\arctic_a0456.wav,But it won't continue she said with easy confidence,"[[-6.20061401e+02  1.08982224e+02  3.33291969e+01 ...  3.31801176e-02
   3.24892998e+00  1.38140750e+00]
 [-6.23792053e+02  1.36751434e+02  6.63205261e+01 ...  6.54308677e-01
   7.58584023e+00  6.75057983e+00]
 [-6.35315308e+02  1.13388275e+02  3.56224403e+01 ...  6.48080063e+00
   4.14428329e+00 -4.74306870e+00]
 ...
 [-6.23409790e+02  1.11324936e+02  3.55125389e+01 ...  2.24446511e+00
   1.34020977e+01  1.73083572e+01]
 [-6.13097046e+02  1.29132202e+02  3.63818474e+01 ...  9.58415222e+00
   1.23084183e+01  9.24971771e+00]
 [-6.04900818e+02  1.26083313e+02  4.13584251e+01 ...  6.20203912e-01
   1.84214535e+01  1.46809883e+01]]"
data\LXC\LXC\wav\arctic_a0457.wav,What I saw I couldn't at first believe,"[[-4.9650116e+02  1.0911542e+02  6.5231309e+00 ... -1.0319485e-01
   3.5888448e+00 -4.1849899e+00]
 [-6.1855212e+02  1.2100510e+02  5.1933067e+01 ...  2.3736372e+00
   6.9937782e+00 -7.5858316e+00]
 [-6.3784650e+02  1.2261600e+02  6.0596283e+01 ... -2.2217450e+00
   8.6510143e+00  8.5006523e+00]
 ...
 [-5.8608868e+02  1.0364880e+02  3.9177376e+01 ...  4.6999092e+00
   7.2039280e+00  1.3322175e+01]
 [-5.8934650e+02  9.9701408e+01  4.9901611e+01 ...  1.8129875e+01
   2.4551079e+01  1.6259891e+00]
 [-5.7192053e+02  9.0294388e+01  3.3621735e+01 ...  1.0123871e+01
   1.1900812e+01  5.3990455e+00]]"
data\LXC\LXC\wav\arctic_a0458.wav,The stout wood was crushed like an eggshell,"[[-6.11556641e+02  1.16509186e+02  3.71134834e+01 ...  1.44510365e+01
   8.79269981e+00  3.69191957e+00]
 [-6.20769409e+02  1.24613205e+02  3.49075089e+01 ... -3.79987478e+00
   2.85827875e+00 -2.62372911e-01]
 [-6.19666687e+02  1.31811417e+02  4.98109741e+01 ... -5.19670200e+00
   3.38601637e+00  7.62315989e-01]
 ...
 [-6.29282593e+02  1.12594589e+02  3.50195999e+01 ...  3.89525795e+00
   1.62249172e+00 -6.55881643e+00]
 [-6.14860596e+02  1.11418465e+02  2.79030457e+01 ... -1.80754578e+00
   1.58680558e-01 -4.23224401e+00]
 [-6.35216553e+02  1.04950378e+02  2.98329353e+01 ...  2.36341858e+00
  -6.48133755e+00  3.57637376e-01]]"
data\LXC\LXC\wav\arctic_a0459.wav,There's too much of the schoolboy in me,"[[-4.83555389e+02  1.11950790e+02  1.16949492e+01 ... -1.62917662e+00
   5.86466599e+00  7.45567977e-01]
 [-6.21345703e+02  1.18778992e+02  4.12960777e+01 ...  3.50963879e+00
   8.76992941e-02  6.66702843e+00]
 [-6.29218384e+02  1.19486008e+02  4.92396317e+01 ...  8.26426697e+00
   5.78618097e+00  8.68769550e+00]
 ...
 [-6.33305115e+02  1.04362541e+02  5.66392517e+01 ... -5.10106707e+00
  -3.18074608e+00  1.32911072e+01]
 [-6.20481384e+02  1.24745285e+02  4.31995659e+01 ...  4.22497034e+00
  -6.68018436e+00 -2.89033604e+00]
 [-6.37401611e+02  1.09479286e+02  3.36358414e+01 ...  4.71892405e+00
   5.33944607e+00 -4.80394602e-01]]"
data\LXC\LXC\wav\arctic_a0460.wav,I had forgotten their existence,"[[-6.0652655e+02  1.2177731e+02  2.4462753e+01 ...  5.1901627e+00
   1.0774501e+01 -4.8742503e-01]
 [-6.1800934e+02  1.2548624e+02  4.1045593e+01 ... -1.9029778e+01
  -7.2085795e+00  1.1835962e+01]
 [-6.1802875e+02  1.2642169e+02  4.0434334e+01 ...  7.2420969e+00
   1.0247028e+01 -2.3259609e+00]
 ...
 [-5.9946765e+02  1.2742157e+02  4.5814579e+01 ...  1.9063628e-01
  -4.5122080e+00 -6.9536629e+00]
 [-6.1320184e+02  1.2387507e+02  4.2040066e+01 ...  1.8659149e+01
  -5.7436948e+00 -4.2199535e+00]
 [-6.1316907e+02  1.1312785e+02  2.3112370e+01 ... -2.0432763e+00
  -6.9898725e+00 -8.1980381e+00]]"
data\LXC\LXC\wav\arctic_a0461.wav,Ah we were very close together in that moment,"[[-560.6837     108.75073     12.628916  ...   11.661858    18.719854
     6.266266 ]
 [-601.67725    136.64328     34.71919   ...    3.826055    10.136141
     7.030118 ]
 [-624.10974    127.38196     30.253036  ...    6.628516     6.0097055
     8.528104 ]
 ...
 [-627.99493    117.83959     41.076973  ...   11.6779175    1.6225266
     8.919709 ]
 [-635.1775     113.18152     38.994396  ...   16.378632    24.69421
    10.963676 ]
 [-616.0785     128.64787     48.461594  ...    2.071485     6.779043
     6.6008205]]"
data\LXC\LXC\wav\arctic_a0462.wav,But she swung obediently on her heel into the wind,"[[-6.18178955e+02  1.08499809e+02  2.16481361e+01 ...  1.01119585e+01
   1.11290588e+01  1.67717972e+01]
 [-6.13975281e+02  1.24938408e+02  5.01212273e+01 ... -2.23997545e+00
   2.37075663e+00 -5.02814102e+00]
 [-6.20853271e+02  1.17803467e+02  4.87587128e+01 ... -4.43139911e-01
   7.09659958e+00 -1.13877344e+00]
 ...
 [-6.24606934e+02  1.21169586e+02  6.01156387e+01 ...  9.23583412e+00
   9.06910133e+00  1.71673226e+00]
 [-6.15447998e+02  1.33501633e+02  5.51390533e+01 ...  7.65496540e+00
   4.91350603e+00  5.84414673e+00]
 [-5.64133972e+02  9.55534363e+01  2.22368698e+01 ...  1.12034121e+01
   7.44506359e+00  2.61632442e+00]]"
data\LXC\LXC\wav\arctic_a0463.wav,They are his tongue by which he makes his knowledge articulate,"[[-574.7193     109.37805     15.281832  ...    9.772446     6.756035
     3.5670676]
 [-627.7794     116.12747     43.885544  ...    9.258085    11.283967
    13.498717 ]
 [-617.23846    114.924835    50.731636  ...    8.060001    10.98514
    12.579077 ]
 ...
 [-631.1032     122.023315    44.554184  ...    2.657071     8.50663
     6.4556446]
 [-632.28375    120.75872     42.787918  ...   17.494816    11.646257
    19.178139 ]
 [-603.4758     124.246475    39.39129   ...    7.992663     5.342204
     1.0306933]]"
data\LXC\LXC\wav\arctic_a0464.wav,Between the rush of the cascades streaks of rust showed everywhere,"[[-4.78940765e+02  1.15126808e+02  9.92806816e+00 ...  3.48498940e-01
   5.61580467e+00  7.97144398e-02]
 [-6.20223938e+02  1.12018661e+02  4.93863258e+01 ...  1.60779057e+01
   1.36784744e+01  1.19771137e+01]
 [-6.17117737e+02  1.34039093e+02  5.21319275e+01 ...  1.21042871e+01
   5.40787363e+00  1.25867043e+01]
 ...
 [-6.08497803e+02  1.24051048e+02  5.27509537e+01 ...  2.59085059e+00
   1.02534485e+01  5.25099468e+00]
 [-6.38920776e+02  1.20838913e+02  5.38002129e+01 ...  1.88080444e+01
   1.84137421e+01  3.07456827e+00]
 [-5.62471252e+02  1.05037247e+02  3.29506531e+01 ...  8.87634087e+00
   8.39510822e+00  7.10253334e+00]]"
data\LXC\LXC\wav\arctic_a0465.wav,He will never do a tap of work the whole Voyage,"[[-6.4378156e+02  1.3352966e+02  5.8806999e+01 ...  3.3308406e+00
   1.2432041e+01 -1.3954364e+00]
 [-6.1619110e+02  1.3279448e+02  5.8289391e+01 ...  4.1253603e-01
   4.5773182e+00  4.7013812e+00]
 [-6.2522430e+02  1.2274996e+02  5.9075470e+01 ... -5.7380476e+00
  -4.2525945e+00  5.4309635e+00]
 ...
 [-6.3080365e+02  1.3127563e+02  4.4901863e+01 ...  6.9367590e+00
   7.3229008e+00  9.7251024e+00]
 [-6.2716699e+02  1.3109879e+02  4.3066177e+01 ...  1.5716356e+01
   1.8061621e+01  1.6017735e+01]
 [-5.7495685e+02  1.0264923e+02  2.8523998e+01 ...  6.1122103e+00
   8.6919842e+00  4.8218861e+00]]"
data\LXC\LXC\wav\arctic_a0466.wav,Captain West may be a Samurai but he is also human,"[[-637.9441     101.14778     10.901627  ...  -14.775698   -17.226723
   -16.736351 ]
 [-642.8546     125.8977      43.066006  ...  -11.634651     5.084794
     9.889649 ]
 [-634.27435    128.15776     43.984352  ...    2.4946926   23.138031
    25.545391 ]
 ...
 [-640.97424    123.75954     42.264442  ...   -4.455317    -5.3796744
     4.965225 ]
 [-630.783      132.58463     47.516968  ...   -3.1221356    8.188332
     2.0364532]
 [-619.4901     120.68205     40.613678  ...    8.830957     8.917599
     8.48764  ]]"
data\LXC\LXC\wav\arctic_a0467.wav,And so early in the voyage too,"[[-497.4836     110.24196     12.327824  ...   -4.258688     3.8330386
    -6.244256 ]
 [-592.95355     81.546814    69.34352   ...   10.442191     9.874218
     0.8955234]
 [-608.52515     89.731285    54.28711   ...   12.16005     16.023401
    -4.971437 ]
 ...
 [-618.9797     133.28645     50.580933  ...    3.527647    15.791855
    -1.4175351]
 [-635.15247    126.79321     50.91364   ...   -3.0681949    7.875473
     5.665038 ]
 [-624.4515     108.69942     39.750423  ...   -6.972762     5.7262
    10.724335 ]]"
data\LXC\LXC\wav\arctic_a0468.wav,In the matter of curry she is a sheer genius,"[[-5.86090332e+02  1.15671875e+02  3.48279533e+01 ...  7.80348587e+00
   6.12595463e+00 -4.38596010e-02]
 [-6.20454041e+02  1.07760132e+02  4.41688347e+01 ...  7.71538258e-01
   2.81337070e+00 -6.91356421e-01]
 [-6.12160156e+02  1.20441750e+02  3.99235039e+01 ...  2.67849028e-01
   1.67617512e+00  3.37572861e+00]
 ...
 [-6.29295654e+02  1.19661621e+02  6.31384583e+01 ...  8.75171566e+00
   9.17109013e+00  3.11868429e+00]
 [-6.22691406e+02  1.26174652e+02  6.10720711e+01 ...  1.12841120e+01
   6.09886312e+00 -6.72184587e-01]
 [-5.95829285e+02  1.13384621e+02  3.84958344e+01 ...  3.07520056e+00
   1.02130461e+01  9.63612366e+00]]"
data\LXC\LXC\wav\arctic_a0469.wav,The eastern heavens were equally spectacular,"[[-614.5666     103.74312     13.577858  ...    5.9061255   11.034423
     9.12433  ]
 [-630.2545     121.635345    52.665283  ...    0.7759216   -1.990507
    -6.1891418]
 [-619.6266     130.80954     49.529484  ...    3.4339747    3.680729
     2.5228593]
 ...
 [-634.0956     123.76021     54.075745  ...    5.687725     7.832163
     9.352692 ]
 [-637.3439     107.371796    44.57562   ...    3.8535323   12.330172
    11.954908 ]
 [-567.47925    100.6371      39.777287  ...   -2.0192933    2.8652258
     8.278109 ]]"
data\LXC\LXC\wav\arctic_a0470.wav,He spat it out like so much venom,"[[-6.2231555e+02  9.3862015e+01  5.7090847e+01 ... -1.8602247e+00
  -5.1815815e+00 -2.6567693e+00]
 [-6.0781348e+02  1.0550372e+02  5.2882122e+01 ... -5.7905650e+00
  -2.5445483e+00  5.8351698e+00]
 [-6.1022504e+02  9.9856735e+01  5.2346687e+01 ...  1.6279850e+01
   8.3557329e+00  4.3984258e-01]
 ...
 [-5.9821844e+02  1.0076721e+02  4.7962219e+01 ... -7.6207132e+00
  -2.0892336e+00  3.5749793e-02]
 [-6.0504150e+02  9.9085716e+01  5.1719513e+01 ...  1.2636650e-01
   6.6861691e+00  1.2051733e+01]
 [-5.8733313e+02  1.0260029e+02  4.7608067e+01 ...  9.9827747e+00
   6.9900188e+00 -2.9425788e+00]]"
data\LXC\LXC\wav\arctic_a0471.wav,I saw Mister Pike nod his head grimly and sarcastically,"[[-5.67997009e+02  1.14635765e+02  2.12237701e+01 ... -3.43629742e+00
   2.30660737e-02 -3.94288540e+00]
 [-6.10152100e+02  1.12109070e+02  5.20707817e+01 ...  2.50661230e+00
  -5.28411293e+00  2.84245253e+00]
 [-6.30279358e+02  1.10350769e+02  4.15687027e+01 ...  1.20813150e+01
   4.75777531e+00  2.75111198e-01]
 ...
 [-6.15234131e+02  1.05463379e+02  4.75582581e+01 ... -2.97625065e-02
  -4.39718723e+00 -3.03308463e+00]
 [-6.14548279e+02  9.79690857e+01  2.48453941e+01 ...  1.63020897e+01
  -3.76242018e+00 -1.21435952e+00]
 [-6.02293579e+02  1.06337097e+02  2.54751377e+01 ...  1.21161327e+01
   2.82138658e+00  3.64854789e+00]]"
data\LXC\LXC\wav\arctic_a0472.wav,He is too keenly intelligent too sharply sensitive successfully to endure,"[[-5.53346619e+02  1.06395714e+02  9.49411774e+00 ... -6.75486207e-01
   3.20604753e+00 -3.72420120e+00]
 [-6.19479553e+02  1.19981110e+02  5.58092766e+01 ... -2.81996012e+00
   2.98339248e-01  3.32449341e+00]
 [-6.29874756e+02  1.14030029e+02  4.59585419e+01 ... -1.37755680e+01
  -2.24753571e+00  5.21969891e+00]
 ...
 [-6.24334045e+02  1.25361008e+02  4.72810898e+01 ...  8.87656689e+00
   6.66712761e-01  3.78898120e+00]
 [-6.36331848e+02  1.10261505e+02  4.72333908e+01 ...  7.82396793e-02
   2.27498507e+00 -1.85025561e+00]
 [-5.90366150e+02  1.05071381e+02  4.38706818e+01 ...  6.52319491e-01
   1.80121899e+00  3.23978114e+00]]"
data\LXC\LXC\wav\arctic_a0473.wav,The night was calm and snowy,"[[-481.8627     113.086426     9.538576  ...    3.9600692    9.795164
    -1.0590682]
 [-619.9319     125.219826    34.624943  ...    6.2121124   20.166664
     5.780837 ]
 [-630.6261     129.03027     47.10001   ...    3.9062054    7.225321
    -0.7274712]
 ...
 [-620.12286    127.71985     39.72658   ...   11.719144     2.3665543
    -1.4813012]
 [-616.97235    122.18413     40.900593  ...   -1.7719197    1.0334936
     5.768833 ]
 [-572.25055     99.0733      30.184067  ...    4.57987      6.4158487
     7.7389574]]"
data\LXC\LXC\wav\arctic_a0474.wav,I sailed third mate in the little Vampire before you were born,"[[-6.24457397e+02  1.07227516e+02  3.22046051e+01 ... -4.95988941e+00
   6.45658684e+00  1.03275561e+00]
 [-6.25801514e+02  1.16575981e+02  4.96573944e+01 ...  5.67952156e+00
  -1.14333940e+00 -2.18206930e+00]
 [-6.23075623e+02  1.19011436e+02  4.93993149e+01 ...  1.55458137e-01
   1.93594432e+00  6.42459106e+00]
 ...
 [-5.94359497e+02  1.23047157e+02  5.34696121e+01 ...  2.08982754e+00
   9.41592789e+00 -7.79145908e+00]
 [-5.94354309e+02  1.21271622e+02  5.15605316e+01 ... -1.53537827e+01
   7.66521275e-01 -1.38340149e+01]
 [-5.16130493e+02  1.06401985e+02  3.37460098e+01 ... -2.03222704e+00
  -9.14277792e-01 -1.11015058e+00]]"
data\LXC\LXC\wav\arctic_a0475.wav,His outstretched arm dropped to his side and he paused,"[[-5.40974854e+02  1.17396652e+02  1.91859970e+01 ...  4.29964876e+00
   1.04469185e+01  6.50439644e+00]
 [-6.12187683e+02  1.27618187e+02  6.38762283e+01 ...  8.66388261e-01
   6.10485554e-01  1.81540051e+01]
 [-6.36257141e+02  1.10325485e+02  4.70757599e+01 ...  1.70630207e+01
   1.10538158e+01  1.15123196e+01]
 ...
 [-6.23951843e+02  1.11780655e+02  3.98120499e+01 ...  3.71534729e+00
   1.77582741e+00  7.07608557e+00]
 [-6.14393860e+02  1.11282486e+02  4.75164070e+01 ... -1.49999487e+00
   9.13965416e+00  2.66659403e+00]
 [-6.34000549e+02  1.11123077e+02  3.39707069e+01 ... -5.76363206e-01
   5.73417568e+00  3.04011536e+00]]"
data\LXC\LXC\wav\arctic_a0476.wav,At this moment I felt a stir at my shoulder,"[[-652.7376     112.09912     44.86394   ...    1.6068647   14.996095
    18.376225 ]
 [-632.6041     127.7746      61.790176  ...    6.373358     7.6901784
     4.851103 ]
 [-623.3914     115.941925    60.015556  ...    3.5255868    4.7964244
     3.8650725]
 ...
 [-618.636      125.61696     60.700275  ...    1.6432116    4.983076
    10.555948 ]
 [-626.2221     127.76315     62.8095    ...    3.2575567    5.422236
     8.963165 ]
 [-520.74615    102.48196     28.374569  ...    7.8650045    7.1998453
     9.406803 ]]"
data\LXC\LXC\wav\arctic_a0477.wav,Wada Louis and the steward are servants of Asiatic breed,"[[-5.67848022e+02  1.22646942e+02  2.45888100e+01 ...  2.50944757e+00
   4.33754253e+00  4.33522892e+00]
 [-6.10641479e+02  1.38063934e+02  4.81202087e+01 ... -3.11619997e-01
   1.38125181e-01 -1.71884179e+00]
 [-6.25408081e+02  1.27263672e+02  3.84367065e+01 ... -6.27438831e+00
   1.00677276e+00  9.98585224e+00]
 ...
 [-6.29190063e+02  1.14476578e+02  3.11161556e+01 ...  3.14629960e+00
   7.47704124e+00 -1.05697894e+00]
 [-6.23512207e+02  1.21964172e+02  4.25727196e+01 ...  7.48509073e+00
   1.08714905e+01  4.72143650e+00]
 [-6.27782227e+02  1.10889626e+02  4.13090248e+01 ...  8.44964743e-01
   3.24183893e+00  2.76033354e+00]]"
data\LXC\LXC\wav\arctic_a0478.wav,Also she has forbidden them smoking their pipes in the after room,"[[-6.39603943e+02  1.18849251e+02  5.13675880e+01 ...  1.26435890e+01
   2.73897409e+00  7.07395267e+00]
 [-6.14111633e+02  1.17396805e+02  5.54763565e+01 ... -6.05942249e+00
   2.47892451e+00  2.00014305e+01]
 [-6.24518005e+02  1.12370438e+02  4.17626991e+01 ... -1.52110457e-02
   3.18895245e+00  1.86074219e+01]
 ...
 [-6.16392456e+02  1.15435150e+02  3.89754257e+01 ... -1.22561276e-01
   8.66802788e+00  6.35265255e+00]
 [-6.21083252e+02  1.10286545e+02  3.71406250e+01 ... -5.91667032e+00
  -8.48295784e+00 -9.29129481e-01]
 [-6.05322266e+02  1.23188995e+02  4.74149399e+01 ...  1.14132023e+00
   4.56696033e+00  1.20052004e+00]]"
data\LXC\LXC\wav\arctic_a0479.wav,I tried to read George Moore last night and was dreadfully bored,"[[-5.38586121e+02  1.15639450e+02  1.45207977e+01 ... -6.56644523e-01
   2.38203526e+00  2.40750432e-01]
 [-6.19095032e+02  1.19497986e+02  4.28560715e+01 ...  7.85610151e+00
  -1.38762617e+00 -1.84039962e+00]
 [-6.12270325e+02  1.38363586e+02  5.15755386e+01 ...  1.76189828e+00
   1.06777382e+00 -4.70525169e+00]
 ...
 [-6.18785095e+02  1.29376892e+02  3.04383087e+01 ...  2.55551195e+00
   1.42229271e+01  5.18864298e+00]
 [-6.32946411e+02  1.16479752e+02  2.74110794e+01 ...  2.43352962e+00
   1.52665119e+01  1.86086731e+01]
 [-6.01271667e+02  1.08099152e+02  4.04173737e+01 ...  3.14797640e+00
  -3.74887180e+00 -5.63278103e+00]]"
data\LXC\LXC\wav\arctic_a0480.wav,Tom Spink has a harpoon,"[[-6.4786371e+02  1.1015514e+02  5.1773891e+01 ...  2.1615438e+00
  -3.3268878e+00 -4.8254881e+00]
 [-6.2417871e+02  1.2420790e+02  5.4106796e+01 ... -3.4446883e+00
  -4.2291718e+00 -1.2369170e+00]
 [-6.2956610e+02  1.1899989e+02  5.5815102e+01 ...  1.0956327e+01
   2.8920493e+00  4.7730708e+00]
 ...
 [-6.1284100e+02  1.2579272e+02  5.3034447e+01 ... -5.5728590e-01
   2.4334821e-01  3.3450623e+00]
 [-6.1515826e+02  1.1987369e+02  4.9657909e+01 ... -1.6799454e+01
  -1.1789679e+01  2.0980518e+00]
 [-5.4883032e+02  9.5347519e+01  2.3331612e+01 ...  7.9341302e+00
   2.7327874e+00 -4.7534648e-01]]"
data\LXC\LXC\wav\arctic_a0481.wav,Nimrod replied with a slight manifestation of sensitiveness,"[[-533.5148      111.33339      19.16349    ...    1.9669889
     8.110757      0.92140245]
 [-633.7516      110.33935      49.35488    ...   12.837341
     9.141067     -3.1534224 ]
 [-624.24115     111.66437      32.002342   ...   -2.9264154
    -7.976678     -7.3437204 ]
 ...
 [-620.79236     110.96481      40.135582   ...   11.656484
    10.0693245     1.1448121 ]
 [-625.0607      117.8073       46.958855   ...    9.486936
     9.133765      6.9061756 ]
 [-480.44827      89.990005     22.903461   ...    1.8666804
    -3.0094762    -1.969102  ]]"
